房屋ID,州,电网相位,方案类型,PV容量(数值),PV容量单位,面板数量,逆变器原始功率(数值),逆变器最终功率(数值),逆变器单位,逆变器说明,容配比(数值),容配比单位,电池容量(数值),电池单位,补贴(数值),补贴单位,定价A含税价,定价A最终报价,定价A_kW单价,定价B含税价,定价B最终报价,定价B_kW单价,价格差异(A-B),使用坡面数
45,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
45,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
46,QLD,single,高端型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,9.2,kWh,5187,AUD,13683,8496,1379,13385,8198,1331,298,6
46,QLD,single,平衡型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,6.6,kWh,4290,AUD,11131,6841,1111,11320,7030,1141,-189,6
46,QLD,single,经济型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,4.9,kWh,3783,AUD,9580,5797,941,10065,6282,1020,-485,6
47,QLD,single,高端型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,9.2,kWh,5187,AUD,13683,8496,1379,13385,8198,1331,298,4
47,QLD,single,平衡型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,6.6,kWh,4290,AUD,11131,6841,1111,11320,7030,1141,-189,4
47,QLD,single,经济型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,4.9,kWh,3783,AUD,9580,5797,941,10065,6282,1020,-485,4
48,QLD,single,高端型,12.32,kW,28,6.844444444444444,7,kW,"原始推导 6.8kW，按规格向上取整，最终采用 7kW",176,%,18.5,kWh,10413,AUD,27058,16645,1351,23976,13563,1101,3082,2
48,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,2
48,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
49,QLD,single,高端型,12.76,kW,29,7.088888888888889,8,kW,"原始推导 7.1kW，按规格向上取整，最终采用 8kW",160,%,19.1,kWh,10803,AUD,28255,17452,1368,24726,13923,1091,3529,6
49,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,6
49,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
50,QLD,single,高端型,18.04,kW,41,10.022222222222222,10,kW,"原始推导 10.0kW，受单相上限 10kW 限制，最终采用 10kW",180,%,27.1,kWh,15288,AUD,39543,24255,1345,33728,18440,1022,5815,5
50,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
50,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
51,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,4
51,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,4
51,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
52,QLD,single,高端型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,15.2,kWh,8580,AUD,22303,13723,1356,20225,11645,1151,2078,4
52,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
52,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
53,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,2
53,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,2
53,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,2
54,QLD,single,高端型,10.56,kW,24,5.866666666666667,6,kW,"原始推导 5.9kW，按规格向上取整，最终采用 6kW",176,%,15.8,kWh,8931,AUD,23192,14261,1351,20975,12044,1141,2218,4
54,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
54,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
55,QLD,single,高端型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,12.5,kWh,7059,AUD,18438,11379,1361,17224,10165,1216,1214,4
55,QLD,single,平衡型,8.36,kW,19,4.644444444444444,5,kW,"原始推导 4.6kW，按规格向上取整，最终采用 5kW",167,%,8.4,kWh,5694,AUD,14460,8766,1049,14005,8311,994,455,4
55,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
56,QLD,single,高端型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,9.1,kWh,3276,AUD,9476,6200,7046,9306,6030,6853,170,2
56,QLD,single,平衡型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,6.6,kWh,2418,AUD,7071,4653,5288,7360,4942,5616,-289,2
56,QLD,single,经济型,0.88,kW,2,0.4888888888888889,1,kW,"原始推导 0.5kW，按规格向上取整，最终采用 1kW",88,%,4.4,kWh,1716,AUD,4991,3275,3722,5677,3961,4501,-686,2
57,QLD,single,高端型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,9.1,kWh,4680,AUD,12445,7765,1604,12276,7596,1570,168,3
57,QLD,single,平衡型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,6.6,kWh,3822,AUD,10039,6217,1285,10330,6508,1345,-291,3
57,QLD,single,经济型,4.84,kW,11,2.6888888888888887,3,kW,"原始推导 2.7kW，按规格向上取整，最终采用 3kW",161,%,4.4,kWh,3120,AUD,7959,4839,1000,8647,5527,1142,-687,3
58,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,4
58,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,4
58,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,4
59,QLD,single,高端型,20.00,kW,45,14.177777777777777,10,kW,"原始推导 14.2kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,6
59,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,2
59,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
60,QLD,single,高端型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,9.1,kWh,4524,AUD,12183,7659,1741,11946,7422,1687,237,4
60,QLD,single,平衡型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,6.6,kWh,3666,AUD,9778,6112,1389,10000,6334,1440,-222,4
60,QLD,single,经济型,4.40,kW,10,2.4444444444444446,3,kW,"原始推导 2.4kW，按规格向上取整，最终采用 3kW",147,%,4.4,kWh,2964,AUD,7698,4734,1076,8317,5353,1217,-619,4
61,QLD,single,高端型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,11.2,kWh,6279,AUD,16659,10380,1388,15723,9444,1263,936,5
61,QLD,single,平衡型,7.48,kW,17,4.155555555555556,5,kW,"原始推导 4.2kW，按规格向上取整，最终采用 5kW",150,%,7.5,kWh,5070,AUD,13100,8030,1074,12844,7774,1039,257,5
61,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
62,QLD,single,高端型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,9.2,kWh,5187,AUD,13683,8496,1379,13385,8198,1331,298,4
62,QLD,single,平衡型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,6.6,kWh,4290,AUD,11131,6841,1111,11320,7030,1141,-189,4
62,QLD,single,经济型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,4.9,kWh,3783,AUD,9580,5797,941,10065,6282,1020,-485,4
63,QLD,single,高端型,18.92,kW,43,10.511111111111111,10,kW,"原始推导 10.5kW，受单相上限 10kW 限制，最终采用 10kW",189,%,28.4,kWh,16029,AUD,41322,25293,1337,35229,19200,1015,6093,4
63,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,3
63,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
64,QLD,single,高端型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,9.2,kWh,5187,AUD,13683,8496,1379,13385,8198,1331,298,4
64,QLD,single,平衡型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,6.6,kWh,4290,AUD,11131,6841,1111,11320,7030,1141,-189,4
64,QLD,single,经济型,6.16,kW,14,3.422222222222222,4,kW,"原始推导 3.4kW，按规格向上取整，最终采用 4kW",154,%,4.9,kWh,3783,AUD,9580,5797,941,10065,6282,1020,-485,4
65,QLD,single,高端型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,9.1,kWh,4836,AUD,12706,7870,1491,12606,7770,1472,99,4
65,QLD,single,平衡型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,6.6,kWh,3978,AUD,10301,6323,1197,10660,6682,1266,-359,4
65,QLD,single,经济型,5.28,kW,12,2.9333333333333336,3,kW,"原始推导 2.9kW，按规格向上取整，最终采用 3kW",176,%,4.4,kWh,3276,AUD,8221,4945,936,8977,5701,1080,-756,4
66,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,5
66,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,5
66,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
67,QLD,single,高端型,20.00,kW,45,18.08888888888889,10,kW,"原始推导 18.1kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,8
67,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,1
67,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
68,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,4
68,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,4
68,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,4
69,QLD,single,高端型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,9.1,kWh,3744,AUD,10568,6824,3102,10296,6552,2978,272,2
69,QLD,single,平衡型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,6.6,kWh,2886,AUD,8163,5277,2399,8350,5464,2484,-187,2
69,QLD,single,经济型,2.20,kW,5,1.2222222222222223,2,kW,"原始推导 1.2kW，按规格向上取整，最终采用 2kW",110,%,4.4,kWh,2184,AUD,6083,3899,1772,6667,4483,2038,-584,2
70,QLD,single,高端型,20.00,kW,45,20.044444444444444,10,kW,"原始推导 20.0kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
70,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,2
70,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
71,QLD,single,高端型,13.64,kW,31,7.5777777777777775,8,kW,"原始推导 7.6kW，按规格向上取整，最终采用 8kW",171,%,20.5,kWh,11544,AUD,30034,18490,1356,26226,14682,1076,3808,5
71,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
71,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
72,QLD,single,高端型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,9.9,kWh,5538,AUD,14572,9034,1369,14223,8685,1316,349,5
72,QLD,single,平衡型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,6.6,kWh,4485,AUD,11432,6947,1053,11682,7197,1090,-250,5
72,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
73,QLD,single,高端型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,9.1,kWh,3588,AUD,9999,6411,3643,9966,6378,3624,33,2
73,QLD,single,平衡型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,6.6,kWh,2730,AUD,7594,4864,2764,8020,5290,3006,-426,2
73,QLD,single,经济型,1.76,kW,4,0.9777777777777777,1,kW,"原始推导 1.0kW，按规格向上取整，最终采用 1kW",176,%,4.4,kWh,2028,AUD,5514,3486,1981,6337,4309,2448,-823,2
74,QLD,single,高端型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,13.9,kWh,7839,AUD,20524,12685,1373,18724,10885,1178,1800,5
74,QLD,single,平衡型,9.24,kW,21,5.133333333333334,6,kW,"原始推导 5.1kW，按规格向上取整，最终采用 6kW",154,%,9.2,kWh,6318,AUD,16128,9810,1062,15167,8849,958,962,5
74,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
75,QLD,single,高端型,17.16,kW,39,9.533333333333333,10,kW,"原始推导 9.5kW，按规格向上取整，最终采用 10kW",172,%,25.7,kWh,14547,AUD,37765,23218,1353,32228,17681,1030,5537,7
75,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,7
75,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
76,QLD,single,高端型,20.00,kW,45,16.133333333333333,10,kW,"原始推导 16.1kW，受单相上限 10kW 限制，为满足容配比要求已限制光伏功率，最终采用 10kW",200,%,30.0,kWh,16965,AUD,43505,26540,1327,37070,20105,1005,6435,4
76,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,2
76,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
77,QLD,single,高端型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,9.1,kWh,4992,AUD,13275,8283,1448,12936,7944,1389,339,2
77,QLD,single,平衡型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,6.6,kWh,4134,AUD,10870,6736,1178,10990,6856,1199,-120,2
77,QLD,single,经济型,5.72,kW,13,3.1777777777777776,4,kW,"原始推导 3.2kW，按规格向上取整，最终采用 4kW",143,%,4.6,kWh,3510,AUD,8984,5474,957,9464,5954,1041,-480,2
79,QLD,single,高端型,12.32,kW,28,6.844444444444444,7,kW,"原始推导 6.8kW，按规格向上取整，最终采用 7kW",176,%,18.5,kWh,10413,AUD,27058,16645,1351,23976,13563,1101,3082,4
79,QLD,single,平衡型,10.12,kW,23,5.622222222222222,6,kW,"原始推导 5.6kW，按规格向上取整，最终采用 6kW",169,%,10.1,kWh,6903,AUD,17488,10585,1046,16328,9425,931,1160,4
79,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,3
80,QLD,single,高端型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,9.1,kWh,4212,AUD,11352,7140,2029,11286,7074,2010,66,2
80,QLD,single,平衡型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,6.6,kWh,3354,AUD,8947,5593,1589,9340,5986,1701,-393,2
80,QLD,single,经济型,3.52,kW,8,1.9555555555555555,2,kW,"原始推导 2.0kW，按规格向上取整，最终采用 2kW",176,%,4.4,kWh,2652,AUD,6867,4215,1197,7657,5005,1422,-790,2
81,QLD,single,高端型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,11.9,kWh,6669,AUD,17548,10879,1374,16474,9805,1238,1075,5
81,QLD,single,平衡型,7.92,kW,18,4.3999999999999995,5,kW,"原始推导 4.4kW，按规格向上取整，最终采用 5kW",158,%,7.9,kWh,5382,AUD,13780,8398,1060,13424,8042,1015,356,5
81,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,5
82,QLD,single,高端型,16.28,kW,37,9.044444444444444,10,kW,"原始推导 9.0kW，按规格向上取整，最终采用 10kW",163,%,24.4,kWh,13806,AUD,35986,22180,1362,30727,16921,1039,5259,5
82,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,5
82,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,2
83,QLD,single,高端型,19.80,kW,45,11,10,kW,"原始推导 11kW，受单相上限 10kW 限制，最终采用 10kW",198,%,29.7,kWh,16770,AUD,43101,26331,1330,36729,19959,1008,6372,4
83,QLD,single,平衡型,13.20,kW,30,7.333333333333333,8,kW,"原始推导 7.3kW，按规格向上取整，最终采用 8kW",165,%,13.2,kWh,9009,AUD,22865,13856,1050,20394,11385,863,2471,4
83,QLD,single,经济型,6.60,kW,15,3.6666666666666665,4,kW,"原始推导 3.7kW，按规格向上取整，最终采用 4kW",165,%,5.3,kWh,4056,AUD,10176,6120,927,10666,6610,1001,-489,1
